user_index,pred_calorie_need,rank,food_name,food_calories
15,2410.458258644681,2,430,837.6700000000001
15,2410.458258644681,3,365,825.35
15,2410.458258644681,4,353,804.18
15,2410.458258644681,5,434,797.44
16,2143.551983754359,1,428,838.69
16,2143.551983754359,2,430,837.6700000000001
16,2143.551983754359,3,365,825.35
16,2143.551983754359,4,353,804.18
16,2143.551983754359,5,434,797.44
17,1348.9845231968986,1,428,838.69
17,1348.9845231968986,2,430,837.6700000000001
17,1348.9845231968986,3,365,825.35
17,1348.9845231968986,4,353,804.18
17,1348.9845231968986,5,434,797.44
18,2107.9932902985,1,428,838.69
18,2107.9932902985,2,430,837.6700000000001
18,2107.9932902985,3,365,825.35
18,2107.9932902985,4,353,804.18
18,2107.9932902985,5,434,797.44
19,1830.6428619425208,1,428,838.69
19,1830.6428619425208,2,430,837.6700000000001
19,1830.6428619425208,3,365,825.35
19,1830.6428619425208,4,353,804.18
19,1830.6428619425208,5,434,797.44
20,2078.367574867765,1,428,838.69
20,2078.367574867765,2,430,837.6700000000001
20,2078.367574867765,3,365,825.35
20,2078.367574867765,4,353,804.18
20,2078.367574867765,5,434,797.44
21,1794.2863361974323,1,428,838.69
21,1794.2863361974323,2,430,837.6700000000001
21,1794.2863361974323,3,365,825.35
21,1794.2863361974323,4,353,804.18
21,1794.2863361974323,5,434,797.44
22,2694.2680744720938,1,428,838.69
22,2694.2680744720938,2,430,837.6700000000001
22,2694.2680744720938,3,365,825.35
22,2694.2680744720938,4,353,804.18
22,2694.2680744720938,5,434,797.44
23,1861.8961547476883,1,428,838.69
23,1861.8961547476883,2,430,837.6700000000001
23,1861.8961547476883,3,365,825.35
23,1861.8961547476883,4,353,804.18
23,1861.8961547476883,5,434,797.44
24,1958.2897018849208,1,428,838.69
24,1958.2897018849208,2,430,837.6700000000001
24,1958.2897018849208,3,365,825.35
24,1958.2897018849208,4,353,804.18
24,1958.2897018849208,5,434,797.44
25,1994.5234203030727,1,428,838.69
25,1994.5234203030727,2,430,837.6700000000001
25,1994.5234203030727,3,365,825.35
25,1994.5234203030727,4,353,804.18
25,1994.5234203030727,5,434,797.44
26,2165.567063618346,1,428,838.69
26,2165.567063618346,2,430,837.6700000000001
26,2165.567063618346,3,365,825.35
26,2165.567063618346,4,353,804.18
26,2165.567063618346,5,434,797.44
27,2458.9492277993604,1,428,838.69
27,2458.9492277993604,2,430,837.6700000000001
27,2458.9492277993604,3,365,825.35
27,2458.9492277993604,4,353,804.18
27,2458.9492277993604,5,434,797.44
28,1887.6480663483733,1,428,838.69
28,1887.6480663483733,2,430,837.6700000000001
28,1887.6480663483733,3,365,825.35
28,1887.6480663483733,4,353,804.18
28,1887.6480663483733,5,434,797.44
29,2022.6514738756114,1,428,838.69
29,2022.6514738756114,2,430,837.6700000000001
29,2022.6514738756114,3,365,825.35
29,2022.6514738756114,4,353,804.18
29,2022.6514738756114,5,434,797.44
30,2130.1624201915706,1,428,838.69
30,2130.1624201915706,2,430,837.6700000000001
30,2130.1624201915706,3,365,825.35
30,2130.1624201915706,4,353,804.18
30,2130.1624201915706,5,434,797.44
31,1922.5494648879285,1,428,838.69
31,1922.5494648879285,2,430,837.6700000000001
31,1922.5494648879285,3,365,825.35
31,1922.5494648879285,4,353,804.18
31,1922.5494648879285,5,434,797.44
32,1975.1359771315333,1,428,838.69
32,1975.1359771315333,2,430,837.6700000000001
32,1975.1359771315333,3,365,825.35
32,1975.1359771315333,4,353,804.18
32,1975.1359771315333,5,434,797.44
33,1725.5581725863515,1,428,838.69
33,1725.5581725863515,2,430,837.6700000000001
33,1725.5581725863515,3,365,825.35
33,1725.5581725863515,4,353,804.18
33,1725.5581725863515,5,434,797.44
34,1921.9165517585775,1,428,838.69
34,1921.9165517585775,2,430,837.6700000000001
34,1921.9165517585775,3,365,825.35
34,1921.9165517585775,4,353,804.18
34,1921.9165517585775,5,434,797.44
35,1703.7546265980016,1,428,838.69
35,1703.7546265980016,2,430,837.6700000000001
35,1703.7546265980016,3,365,825.35
35,1703.7546265980016,4,353,804.18
35,1703.7546265980016,5,434,797.44
36,1781.6291173537409,1,428,838.69
36,1781.6291173537409,2,430,837.6700000000001
36,1781.6291173537409,3,365,825.35
36,1781.6291173537409,4,353,804.18
36,1781.6291173537409,5,434,797.44
37,1544.609045627297,1,428,838.69
37,1544.609045627297,2,430,837.6700000000001
37,1544.609045627297,3,365,825.35
37,1544.609045627297,4,353,804.18
37,1544.609045627297,5,434,797.44
38,1950.8497377082072,1,428,838.69
38,1950.8497377082072,2,430,837.6700000000001
38,1950.8497377082072,3,365,825.35
38,1950.8497377082072,4,353,804.18
38,1950.8497377082072,5,434,797.44
39,1986.9880049600627,1,428,838.69
39,1986.9880049600627,2,430,837.6700000000001
39,1986.9880049600627,3,365,825.35
39,1986.9880049600627,4,353,804.18
39,1986.9880049600627,5,434,797.44
40,1640.3837157362113,1,428,838.69
40,1640.3837157362113,2,430,837.6700000000001
40,1640.3837157362113,3,365,825.35
40,1640.3837157362113,4,353,804.18
40,1640.3837157362113,5,434,797.44
41,1960.9618323747986,1,428,838.69
41,1960.9618323747986,2,430,837.6700000000001
41,1960.9618323747986,3,365,825.35
41,1960.9618323747986,4,353,804.18
41,1960.9618323747986,5,434,797.44
42,1853.8428600890556,1,428,838.69
42,1853.8428600890556,2,430,837.6700000000001
42,1853.8428600890556,3,365,825.35
42,1853.8428600890556,4,353,804.18
42,1853.8428600890556,5,434,797.44
43,1957.461581459676,1,428,838.69
43,1957.461581459676,2,430,837.6700000000001
43,1957.461581459676,3,365,825.35
43,1957.461581459676,4,353,804.18
43,1957.461581459676,5,434,797.44
44,1943.425911354594,1,428,838.69
44,1943.425911354594,2,430,837.6700000000001
44,1943.425911354594,3,365,825.35
44,1943.425911354594,4,353,804.18
44,1943.425911354594,5,434,797.44
45,1829.3980097366093,1,428,838.69
45,1829.3980097366093,2,430,837.6700000000001
45,1829.3980097366093,3,365,825.35
45,1829.3980097366093,4,353,804.18
45,1829.3980097366093,5,434,797.44
46,1817.9158159860904,1,428,838.69
46,1817.9158159860904,2,430,837.6700000000001
46,1817.9158159860904,3,365,825.35
46,1817.9158159860904,4,353,804.18
46,1817.9158159860904,5,434,797.44
47,2297.4401255669836,1,428,838.69
47,2297.4401255669836,2,430,837.6700000000001
47,2297.4401255669836,3,365,825.35
47,2297.4401255669836,4,353,804.18
47,2297.4401255669836,5,434,797.44
48,1696.0699608843822,1,428,838.69
48,1696.0699608843822,2,430,837.6700000000001
48,1696.0699608843822,3,365,825.35
48,1696.0699608843822,4,353,804.18
48,1696.0699608843822,5,434,797.44
49,1756.4507526641744,1,428,838.69
49,1756.4507526641744,2,430,837.6700000000001
49,1756.4507526641744,3,365,825.35
49,1756.4507526641744,4,353,804.18
49,1756.4507526641744,5,434,797.44
50,1389.8566942288128,1,428,838.69
50,1389.8566942288128,2,430,837.6700000000001
50,1389.8566942288128,3,365,825.35
50,1389.8566942288128,4,353,804.18
50,1389.8566942288128,5,434,797.44
51,1956.7530059845196,1,428,838.69
51,1956.7530059845196,2,430,837.6700000000001
51,1956.7530059845196,3,365,825.35
51,1956.7530059845196,4,353,804.18
51,1956.7530059845196,5,434,797.44
52,2061.9170064271357,1,428,838.69
52,2061.9170064271357,2,430,837.6700000000001
52,2061.9170064271357,3,365,825.35
52,2061.9170064271357,4,353,804.18
52,2061.9170064271357,5,434,797.44
53,1943.9183396859887,1,428,838.69
53,1943.9183396859887,2,430,837.6700000000001
53,1943.9183396859887,3,365,825.35
53,1943.9183396859887,4,353,804.18
53,1943.9183396859887,5,434,797.44
54,1898.0652128293607,1,428,838.69
54,1898.0652128293607,2,430,837.6700000000001
54,1898.0652128293607,3,365,825.35
54,1898.0652128293607,4,353,804.18
54,1898.0652128293607,5,434,797.44
55,1932.7410186882337,1,428,838.69
55,1932.7410186882337,2,430,837.6700000000001
55,1932.7410186882337,3,365,825.35
55,1932.7410186882337,4,353,804.18
55,1932.7410186882337,5,434,797.44
56,1448.664924646799,1,428,838.69
56,1448.664924646799,2,430,837.6700000000001
56,1448.664924646799,3,365,825.35
56,1448.664924646799,4,353,804.18
56,1448.664924646799,5,434,797.44
57,2005.0309739172958,1,428,838.69
57,2005.0309739172958,2,430,837.6700000000001
57,2005.0309739172958,3,365,825.35
57,2005.0309739172958,4,353,804.18
57,2005.0309739172958,5,434,797.44
58,1633.96402944237,1,428,838.69
58,1633.96402944237,2,430,837.6700000000001
58,1633.96402944237,3,365,825.35
58,1633.96402944237,4,353,804.18
58,1633.96402944237,5,434,797.44
59,1811.9129169813066,1,428,838.69
59,1811.9129169813066,2,430,837.6700000000001
59,1811.9129169813066,3,365,825.35
59,1811.9129169813066,4,353,804.18
59,1811.9129169813066,5,434,797.44
60,1840.896836934227,1,428,838.69
60,1840.896836934227,2,430,837.6700000000001
60,1840.896836934227,3,365,825.35
60,1840.896836934227,4,353,804.18
60,1840.896836934227,5,434,797.44
61,2640.666177341821,1,428,838.69
61,2640.666177341821,2,430,837.6700000000001
61,2640.666177341821,3,365,825.35
61,2640.666177341821,4,353,804.18
61,2640.666177341821,5,434,797.44
62,1794.4742050106888,1,428,838.69
62,1794.4742050106888,2,430,837.6700000000001
62,1794.4742050106888,3,365,825.35
62,1794.4742050106888,4,353,804.18
62,1794.4742050106888,5,434,797.44
63,2412.2680712584406,1,428,838.69
63,2412.2680712584406,2,430,837.6700000000001
63,2412.2680712584406,3,365,825.35
63,2412.2680712584406,4,353,804.18
63,2412.2680712584406,5,434,797.44
64,2187.3763597160614,1,428,838.69
64,2187.3763597160614,2,430,837.6700000000001
64,2187.3763597160614,3,365,825.35
64,2187.3763597160614,4,353,804.18
64,2187.3763597160614,5,434,797.44
65,2155.1771114635744,1,428,838.69
65,2155.1771114635744,2,430,837.6700000000001
65,2155.1771114635744,3,365,825.35
65,2155.1771114635744,4,353,804.18
65,2155.1771114635744,5,434,797.44
66,1454.208889609688,1,428,838.69
66,1454.208889609688,2,430,837.6700000000001
66,1454.208889609688,3,365,825.35
66,1454.208889609688,4,353,804.18
66,1454.208889609688,5,434,797.44
67,1856.7327604776976,1,428,838.69
67,1856.7327604776976,2,430,837.6700000000001
67,1856.7327604776976,3,365,825.35
67,1856.7327604776976,4,353,804.18
67,1856.7327604776976,5,434,797.44
68,1775.1480367437007,1,428,838.69
68,1775.1480367437007,2,430,837.6700000000001
68,1775.1480367437007,3,365,825.35
68,1775.1480367437007,4,353,804.18
68,1775.1480367437007,5,434,797.44
69,1786.8917677071788,1,428,838.69
69,1786.8917677071788,2,430,837.6700000000001
69,1786.8917677071788,3,365,825.35
69,1786.8917677071788,4,353,804.18
69,1786.8917677071788,5,434,797.44
70,1582.1875983850493,1,428,838.69
70,1582.1875983850493,2,430,837.6700000000001
70,1582.1875983850493,3,365,825.35
70,1582.1875983850493,4,353,804.18
70,1582.1875983850493,5,434,797.44
71,1839.746156340108,1,428,838.69
71,1839.746156340108,2,430,837.6700000000001
71,1839.746156340108,3,365,825.35
71,1839.746156340108,4,353,804.18
71,1839.746156340108,5,434,797.44
72,2437.1486014710977,1,428,838.69
72,2437.1486014710977,2,430,837.6700000000001
72,2437.1486014710977,3,365,825.35
72,2437.1486014710977,4,353,804.18
72,2437.1486014710977,5,434,797.44
73,2382.9148484156153,1,428,838.69
73,2382.9148484156153,2,430,837.6700000000001
73,2382.9148484156153,3,365,825.35
73,2382.9148484156153,4,353,804.18
73,2382.9148484156153,5,434,797.44
74,1430.4432590350539,1,428,838.69
74,1430.4432590350539,2,430,837.6700000000001
74,1430.4432590350539,3,365,825.35
74,1430.4432590350539,4,353,804.18
74,1430.4432590350539,5,434,797.44
75,2007.4594562057127,1,428,838.69
75,2007.4594562057127,2,430,837.6700000000001
75,2007.4594562057127,3,365,825.35
75,2007.4594562057127,4,353,804.18
75,2007.4594562057127,5,434,797.44
76,2208.508744417454,1,428,838.69
76,2208.508744417454,2,430,837.6700000000001
76,2208.508744417454,3,365,825.35
76,2208.508744417454,4,353,804.18
76,2208.508744417454,5,434,797.44
77,1598.9390159784602,1,428,838.69
77,1598.9390159784602,2,430,837.6700000000001
77,1598.9390159784602,3,365,825.35
77,1598.9390159784602,4,353,804.18
77,1598.9390159784602,5,434,797.44
78,2389.4667029344764,1,428,838.69
78,2389.4667029344764,2,430,837.6700000000001
78,2389.4667029344764,3,365,825.35
78,2389.4667029344764,4,353,804.18
78,2389.4667029344764,5,434,797.44
79,1842.1772687840244,1,428,838.69
79,1842.1772687840244,2,430,837.6700000000001
79,1842.1772687840244,3,365,825.35
79,1842.1772687840244,4,353,804.18
79,1842.1772687840244,5,434,797.44
80,1643.712445602166,1,428,838.69
80,1643.712445602166,2,430,837.6700000000001
80,1643.712445602166,3,365,825.35
80,1643.712445602166,4,353,804.18
80,1643.712445602166,5,434,797.44
81,1535.0620161613874,1,428,838.69
81,1535.0620161613874,2,430,837.6700000000001
81,1535.0620161613874,3,365,825.35
81,1535.0620161613874,4,353,804.18
81,1535.0620161613874,5,434,797.44
82,2117.321536911071,1,428,838.69
82,2117.321536911071,2,430,837.6700000000001
82,2117.321536911071,3,365,825.35
82,2117.321536911071,4,353,804.18
82,2117.321536911071,5,434,797.44
83,1997.168036976215,1,428,838.69
83,1997.168036976215,2,430,837.6700000000001
83,1997.168036976215,3,365,825.35
83,1997.168036976215,4,353,804.18
83,1997.168036976215,5,434,797.44
84,1438.5257668140462,1,428,838.69
84,1438.5257668140462,2,430,837.6700000000001
84,1438.5257668140462,3,365,825.35
84,1438.5257668140462,4,353,804.18
84,1438.5257668140462,5,434,797.44
85,1556.661456945705,1,428,838.69
85,1556.661456945705,2,430,837.6700000000001
85,1556.661456945705,3,365,825.35
85,1556.661456945705,4,353,804.18
85,1556.661456945705,5,434,797.44
86,1882.164465617489,1,428,838.69
86,1882.164465617489,2,430,837.6700000000001
86,1882.164465617489,3,365,825.35
86,1882.164465617489,4,353,804.18
86,1882.164465617489,5,434,797.44
87,1841.5754391887513,1,428,838.69
87,1841.5754391887513,2,430,837.6700000000001
87,1841.5754391887513,3,365,825.35
87,1841.5754391887513,4,353,804.18
87,1841.5754391887513,5,434,797.44
88,2181.9353968117553,1,428,838.69
88,2181.9353968117553,2,430,837.6700000000001
88,2181.9353968117553,3,365,825.35
88,2181.9353968117553,4,353,804.18
88,2181.9353968117553,5,434,797.44
89,1505.6597879562723,1,428,838.69
89,1505.6597879562723,2,430,837.6700000000001
89,1505.6597879562723,3,365,825.35
89,1505.6597879562723,4,353,804.18
89,1505.6597879562723,5,434,797.44
90,1803.1006953074993,1,428,838.69
90,1803.1006953074993,2,430,837.6700000000001
90,1803.1006953074993,3,365,825.35
90,1803.1006953074993,4,353,804.18
90,1803.1006953074993,5,434,797.44
91,1461.6471585098996,1,428,838.69
91,1461.6471585098996,2,430,837.6700000000001
91,1461.6471585098996,3,365,825.35
91,1461.6471585098996,4,353,804.18
91,1461.6471585098996,5,434,797.44
92,1992.8296929103076,1,428,838.69
92,1992.8296929103076,2,430,837.6700000000001
92,1992.8296929103076,3,365,825.35
92,1992.8296929103076,4,353,804.18
92,1992.8296929103076,5,434,797.44
93,1736.049407826845,1,428,838.69
93,1736.049407826845,2,430,837.6700000000001
93,1736.049407826845,3,365,825.35
93,1736.049407826845,4,353,804.18
93,1736.049407826845,5,434,797.44
94,1773.8657518182308,1,428,838.69
94,1773.8657518182308,2,430,837.6700000000001
94,1773.8657518182308,3,365,825.35
94,1773.8657518182308,4,353,804.18
94,1773.8657518182308,5,434,797.44
95,1826.5241995584465,1,428,838.69
95,1826.5241995584465,2,430,837.6700000000001
95,1826.5241995584465,3,365,825.35
95,1826.5241995584465,4,353,804.18
95,1826.5241995584465,5,434,797.44
96,1593.5806548262249,1,428,838.69
96,1593.5806548262249,2,430,837.6700000000001
96,1593.5806548262249,3,365,825.35
96,1593.5806548262249,4,353,804.18
96,1593.5806548262249,5,434,797.44
97,2212.073228663595,1,428,838.69
97,2212.073228663595,2,430,837.6700000000001
97,2212.073228663595,3,365,825.35
97,2212.073228663595,4,353,804.18
97,2212.073228663595,5,434,797.44
98,1690.8054701641772,1,428,838.69
98,1690.8054701641772,2,430,837.6700000000001
98,1690.8054701641772,3,365,825.35
98,1690.8054701641772,4,353,804.18
98,1690.8054701641772,5,434,797.44
99,2010.3116317082843,1,428,838.69
99,2010.3116317082843,2,430,837.6700000000001
99,2010.3116317082843,3,365,825.35
99,2010.3116317082843,4,353,804.18
99,2010.3116317082843,5,434,797.44
100,2235.270618464484,1,428,838.69
100,2235.270618464484,2,430,837.6700000000001
100,2235.270618464484,3,365,825.35
100,2235.270618464484,4,353,804.18
100,2235.270618464484,5,434,797.44
101,1586.003356405164,1,428,838.69
101,1586.003356405164,2,430,837.6700000000001
101,1586.003356405164,3,365,825.35
101,1586.003356405164,4,353,804.18
101,1586.003356405164,5,434,797.44
102,2092.845676096116,1,428,838.69
102,2092.845676096116,2,430,837.6700000000001
102,2092.845676096116,3,365,825.35
102,2092.845676096116,4,353,804.18
102,2092.845676096116,5,434,797.44
103,2122.4369655918617,1,428,838.69
103,2122.4369655918617,2,430,837.6700000000001
103,2122.4369655918617,3,365,825.35
103,2122.4369655918617,4,353,804.18
103,2122.4369655918617,5,434,797.44
104,2246.7603340551236,1,428,838.69
104,2246.7603340551236,2,430,837.6700000000001
104,2246.7603340551236,3,365,825.35
104,2246.7603340551236,4,353,804.18
104,2246.7603340551236,5,434,797.44
105,1902.435968234244,1,428,838.69
105,1902.435968234244,2,430,837.6700000000001
105,1902.435968234244,3,365,825.35
105,1902.435968234244,4,353,804.18
105,1902.435968234244,5,434,797.44
106,2157.9075298336497,1,428,838.69
106,2157.9075298336497,2,430,837.6700000000001
106,2157.9075298336497,3,365,825.35
106,2157.9075298336497,4,353,804.18
106,2157.9075298336497,5,434,797.44
107,1782.4736687164411,1,428,838.69
107,1782.4736687164411,2,430,837.6700000000001
107,1782.4736687164411,3,365,825.35
107,1782.4736687164411,4,353,804.18
107,1782.4736687164411,5,434,797.44
108,1852.9315669853709,1,428,838.69
108,1852.9315669853709,2,430,837.6700000000001
108,1852.9315669853709,3,365,825.35
108,1852.9315669853709,4,353,804.18
108,1852.9315669853709,5,434,797.44
109,1975.7758488302397,1,428,838.69
109,1975.7758488302397,2,430,837.6700000000001
109,1975.7758488302397,3,365,825.35
109,1975.7758488302397,4,353,804.18
109,1975.7758488302397,5,434,797.44
110,1676.3367636317566,1,428,838.69
110,1676.3367636317566,2,430,837.6700000000001
110,1676.3367636317566,3,365,825.35
110,1676.3367636317566,4,353,804.18
110,1676.3367636317566,5,434,797.44
111,2004.8161102049635,1,428,838.69
111,2004.8161102049635,2,430,837.6700000000001
111,2004.8161102049635,3,365,825.35
111,2004.8161102049635,4,353,804.18
111,2004.8161102049635,5,434,797.44
112,1613.7829159752214,1,428,838.69
112,1613.7829159752214,2,430,837.6700000000001
112,1613.7829159752214,3,365,825.35
112,1613.7829159752214,4,353,804.18
112,1613.7829159752214,5,434,797.44
113,2177.4967672196885,1,428,838.69
113,2177.4967672196885,2,430,837.6700000000001
113,2177.4967672196885,3,365,825.35
113,2177.4967672196885,4,353,804.18
113,2177.4967672196885,5,434,797.44
114,1728.7283452945148,1,428,838.69
114,1728.7283452945148,2,430,837.6700000000001
114,1728.7283452945148,3,365,825.35
114,1728.7283452945148,4,353,804.18
114,1728.7283452945148,5,434,797.44
115,1875.2463081280023,1,428,838.69
115,1875.2463081280023,2,430,837.6700000000001
115,1875.2463081280023,3,365,825.35
115,1875.2463081280023,4,353,804.18
115,1875.2463081280023,5,434,797.44
116,1828.0873772721077,1,428,838.69
116,1828.0873772721077,2,430,837.6700000000001
116,1828.0873772721077,3,365,825.35
116,1828.0873772721077,4,353,804.18
116,1828.0873772721077,5,434,797.44
117,2064.4519844655188,1,428,838.69
117,2064.4519844655188,2,430,837.6700000000001
117,2064.4519844655188,3,365,825.35
117,2064.4519844655188,4,353,804.18
117,2064.4519844655188,5,434,797.44
118,1814.161889298682,1,428,838.69
118,1814.161889298682,2,430,837.6700000000001
118,1814.161889298682,3,365,825.35
118,1814.161889298682,4,353,804.18
118,1814.161889298682,5,434,797.44
119,1189.1810820360452,1,428,838.69
119,1189.1810820360452,2,430,837.6700000000001
119,1189.1810820360452,3,365,825.35
119,1189.1810820360452,4,353,804.18
119,1189.1810820360452,5,434,797.44
120,2104.6305321285645,1,428,838.69
120,2104.6305321285645,2,430,837.6700000000001
120,2104.6305321285645,3,365,825.35
120,2104.6305321285645,4,353,804.18
120,2104.6305321285645,5,434,797.44
121,1736.016241059454,1,428,838.69
121,1736.016241059454,2,430,837.6700000000001
121,1736.016241059454,3,365,825.35
121,1736.016241059454,4,353,804.18
121,1736.016241059454,5,434,797.44
122,2256.965061687484,1,428,838.69
122,2256.965061687484,2,430,837.6700000000001
122,2256.965061687484,3,365,825.35
122,2256.965061687484,4,353,804.18
122,2256.965061687484,5,434,797.44
123,1977.4028824160139,1,428,838.69
123,1977.4028824160139,2,430,837.6700000000001
123,1977.4028824160139,3,365,825.35
123,1977.4028824160139,4,353,804.18
123,1977.4028824160139,5,434,797.44
124,1531.699453374893,1,428,838.69
124,1531.699453374893,2,430,837.6700000000001
124,1531.699453374893,3,365,825.35
124,1531.699453374893,4,353,804.18
124,1531.699453374893,5,434,797.44
125,1965.3133987016329,1,428,838.69
125,1965.3133987016329,2,430,837.6700000000001
125,1965.3133987016329,3,365,825.35
125,1965.3133987016329,4,353,804.18
125,1965.3133987016329,5,434,797.44
126,2017.2123026582176,1,428,838.69
126,2017.2123026582176,2,430,837.6700000000001
126,2017.2123026582176,3,365,825.35
126,2017.2123026582176,4,353,804.18
126,2017.2123026582176,5,434,797.44
127,1861.555923096496,1,428,838.69
127,1861.555923096496,2,430,837.6700000000001
127,1861.555923096496,3,365,825.35
127,1861.555923096496,4,353,804.18
127,1861.555923096496,5,434,797.44
128,2319.937166407003,1,428,838.69
128,2319.937166407003,2,430,837.6700000000001
128,2319.937166407003,3,365,825.35
128,2319.937166407003,4,353,804.18
128,2319.937166407003,5,434,797.44
129,2035.948054625031,1,428,838.69
129,2035.948054625031,2,430,837.6700000000001
129,2035.948054625031,3,365,825.35
129,2035.948054625031,4,353,804.18
129,2035.948054625031,5,434,797.44
130,2349.2420573473223,1,428,838.69
130,2349.2420573473223,2,430,837.6700000000001
130,2349.2420573473223,3,365,825.35
130,2349.2420573473223,4,353,804.18
130,2349.2420573473223,5,434,797.44
131,2194.274033462826,1,428,838.69
131,2194.274033462826,2,430,837.6700000000001
131,2194.274033462826,3,365,825.35
131,2194.274033462826,4,353,804.18
131,2194.274033462826,5,434,797.44
132,1874.9546800034163,1,428,838.69
132,1874.9546800034163,2,430,837.6700000000001
132,1874.9546800034163,3,365,825.35
132,1874.9546800034163,4,353,804.18
132,1874.9546800034163,5,434,797.44
133,2552.595497285235,1,428,838.69
133,2552.595497285235,2,430,837.6700000000001
133,2552.595497285235,3,365,825.35
133,2552.595497285235,4,353,804.18
133,2552.595497285235,5,434,797.44
134,1963.9572557923905,1,428,838.69
134,1963.9572557923905,2,430,837.6700000000001
134,1963.9572557923905,3,365,825.35
134,1963.9572557923905,4,353,804.18
134,1963.9572557923905,5,434,797.44
135,2314.8939674367966,1,428,838.69
135,2314.8939674367966,2,430,837.6700000000001
135,2314.8939674367966,3,365,825.35
135,2314.8939674367966,4,353,804.18
135,2314.8939674367966,5,434,797.44
136,2523.252958505341,1,428,838.69
136,2523.252958505341,2,430,837.6700000000001
136,2523.252958505341,3,365,825.35
136,2523.252958505341,4,353,804.18
136,2523.252958505341,5,434,797.44
137,1999.3930675914785,1,428,838.69
137,1999.3930675914785,2,430,837.6700000000001
137,1999.3930675914785,3,365,825.35
137,1999.3930675914785,4,353,804.18
137,1999.3930675914785,5,434,797.44
138,1916.1855832890385,1,428,838.69
138,1916.1855832890385,2,430,837.6700000000001
138,1916.1855832890385,3,365,825.35
138,1916.1855832890385,4,353,804.18
138,1916.1855832890385,5,434,797.44
139,2326.8140822508394,1,428,838.69
139,2326.8140822508394,2,430,837.6700000000001
139,2326.8140822508394,3,365,825.35
139,2326.8140822508394,4,353,804.18
139,2326.8140822508394,5,434,797.44
140,1995.0488212417672,1,428,838.69
140,1995.0488212417672,2,430,837.6700000000001
140,1995.0488212417672,3,365,825.35
140,1995.0488212417672,4,353,804.18
140,1995.0488212417672,5,434,797.44
141,1656.7325200702328,1,428,838.69
141,1656.7325200702328,2,430,837.6700000000001
141,1656.7325200702328,3,365,825.35
141,1656.7325200702328,4,353,804.18
141,1656.7325200702328,5,434,797.44
142,1485.026201323438,1,428,838.69
142,1485.026201323438,2,430,837.6700000000001
142,1485.026201323438,3,365,825.35
142,1485.026201323438,4,353,804.18
142,1485.026201323438,5,434,797.44
143,2259.022688594212,1,428,838.69
